Q9VUR1	Q92759
Q8K3X6	O15084	Q9VJ14	Q9U2Z5
P17301	P11688	Q24247
Q9NV70	Q9VVG4	Q20678
G5EDU6	Q8TF50	P39413	Q8BX22
Q9VJN4	Q5SYC1
P61225	Q03206	P48554	P55258
Q9U6Y9	Q8CIG8	P46580	O14744
Q14CS0	Q7K3Z3	Q9N2W5
Q19848	Q7KRY6	Q8IV63
Q61074	Q9VJ61	P49595	Q9P0J1
Q9U1W4	Q7Z6R9
Q24307	Q6PIA0
Q9W2J7	P21810
Q86XM6	Q7KGH1	Q22250
Q9QXV8	O44783	Q7Z783
Q9VMC6	Q709F0	Q21243
P60510	O76932	Q9U395
P09632	Q8NFW5	Q24255	Q18273
P42567	Q9NZN3	D9N122	Q8MMD2
Q6P4A7	Q9VN13	Q09201
Q8MYV0	P80404
Q6NZ55	P41126	P91128
Q9Y2R5	Q9W199	Q11189
Q9XUS7	Q61053	Q8SYR8	Q5T0N5
O43150	Q9VPU3	O18181
O44462	Q07687
Q8WZ42	B1Q236	Q9VQW7	Q9ERC8
Q9V3P6	Q3TXS7
Q9Y162	Q9UN37
Q13705	P04627	Q7KTI7
Q94519	O14561
Q62296	Q8IR25	Q15562
Q8T415	Q9BRL5
Q08460	Q03720	Q19464	Q92953
Q9QUR7	Q9NAF9	Q9Y237
Q99PV8	P52747	Q9VHA9	O01961
Q8NEA9	Q7KF43	Q9U1W5
P34609	Q9GQF1	Q9ESN9
Q9VDU1	Q68CK6
Q93930	Q9VPB8	O75381
O43837	Q9VD58	Q93714
Q9VT65	Q9UBV8
Q9VHB0	Q9TYS1	P18583
Q95QB3	P43354
P17679	P23771
P41932	P92177	P31946
Q99MR0	Q9H9F9	P02574
Q9VWI0	Q9N4L8	O43181
Q2M1V0	Q9GSE0	P25801	Q9NEZ5
Q2WF71	Q9VFY9	Q9NZU0
Q9UBS5	P91685
Q94416	Q8MS69	Q9UJA5
Q4FJP3	P55042	Q9V4L4	P22981
Q95RB1	Q9NW64
Q13449	Q59E14
Q921I1	Q9VTZ5	P02788
Q7TNH6	Q9W3Y7	Q92624
P09633	P26367	G5ED66	Q9W4B3
O96046	Q62418	Q9XUT0	Q16643
O96660	Q95QI7	Q15796	Q62432
Q9W4R3	Q12860
O46089	Q6ZRQ5
Q9VB72	P24043
Q9XUP3	Q9W2D9	Q9UBQ5
Q810A7	Q9NVP1	P19109
Q17490	Q9VMV0	O00221
O75928	Q94361
Q13188	Q7JQ32	Q22243
Q61097	Q0E917	P29323	Q9XXE5
O43924	Q9VLJ0	Q18268
P61163	P10987	Q20329
Q62141	A5JYW9	Q5U0Y0	O75182
Q23511	Q9VZ82	Q9NSE4
Q966L6	Q9VB74	Q8N5F7
Q7KT38	O44590	Q7LDG7
Q9TYN3	Q24325	Q6P1X5
Q8MR93	Q8NDI1
Q9VCF4	P61966
Q9VRL7	Q18529
Q7Z6E9	Q9XZ21	O62235
Q9VE12	A4D1P6
O62530	Q9Y2T2
Q9BZV2	Q9VGV6	O45166
Q24455	Q9HC78
Q7KM03	P11801
P22813	Q6Q4G5	Q96LI6
P31245	P31314	O76136	Q9U2Y9
Q91X20	Q9XXH4	Q9UBL3
Q9Y6G9	Q8IR93	G5ECK7
Q8K214	Q9VB52	Q9UHJ3
P92030	Q65ZH5	Q8NHP7
Q9VX75	O14910	C1P633	Q9WVQ1
Q8K221	O18246	Q8SY07	P53367
Q9QWF0	Q9W3D1	Q13111
O17972	Q9QY53	O15259
Q9VXQ2	P52757	A6X8Z5
Q8IN48	Q9N368	Q99729
P55853	P63165	P63166	O97102
Q9VBZ5	E9Q5K9	Q9Y5A9
Q23463	O60841
Q86S28	A1Z6Z7	O94776
Q9VCX2	P49808	O14924
P05064	P54216	P09972
P55824	Q70CQ1
Q9VWV8	Q9Y314
Q14674	Q9VRN6	G5ED39
Q9VD05	Q9P2G9
Q8BKC5	Q8SWQ9	Q9N5V3	Q8TEX9
Q6V0I7	Q9XWD6
Q8K1I7	O43516
Q9VFK6	Q03164	O88974
Q8IPW1	G5ED33	Q08509	Q8TE67
Q9V7W9	P34648	Q9BWU0
Q16891	P91928	Q22505
Q80WQ6	Q96CC6
H2KZQ8	Q96JE7
P54406	P50151
O44226	G5ECR7	Q15370
Q9VLT6	Q9HB63
Q9VH57	Q9XVQ9	A1L3X0
Q21319	O15162
Q92569	Q64143	O18683
Q9JJ66	Q24044	Q09373	Q9UM11
Q8BU11	P26583	G5EFV4
Q00977	P17302
Q8C0Y0	Q6NUP7
J3KQ70	Q99PT3	A1Z6E8
Q9VM21	Q5T2S8
Q9VUQ1	O61980	O95816
P97287	Q07820
Q8IZ21	Q9VZM9	P91855
Q20375	P13196
P54646	Q95TN8
Q9VTL5	Q9BRS2
O02139	P08646	P01112	P08556
Q8MSU2	H2L041
G5EDU7	P28159	Q06330	P31266
Q9V595	P06132
P19018-2	P38159	Q6PFR5
E4NKJ7	Q18445	P30405
Q27607	P54098
Q9H334	Q86MF0
Q9VQ78	Q9BTW9
Q9VM96	P25024
O01925	Q6P1A2
Q09444	Q9XZ61	Q9Y5K5
Q92503	Q19895
Q9VRB3	O44706	P78329
A1Z877	C7FZU3	Q14766
P34367	Q8IY33	Q3TN34	Q00963
Q96PQ7	Q9V410	G5EBG8
Q6NL44	Q9BZV1
Q02427	Q8BL97	Q14011	Q18409
Q05192-2	P10828	Q9XVJ1
G5EGD2	Q16665	Q24167	Q9WTL8
Q99KY4	Q63HR2	Q9VHC3	P92160
P24844	P48593	P19626
Q9VY15	Q96QG7
Q9VBF0	Q7Z5G4
P91634	Q8BTI9	P42338
Q7K155	Q9D1X0	Q96RN1
Q6ZMI0	Q9VC66	O61853
P28482	Q9TYV7	P23573	O54949
Q924A0	Q9U1H0	Q9UJU2
Q9XX15	Q9W4J5	Q92979
Q9NTJ3	Q8CG48	Q9V3A7
Q2YFS2	Q9UKJ1
Q9W022	Q9TW67	Q86VQ3
Q18786	Q9VI10	P62316
Q7JZD3	Q9GRZ1	Q15555
Q9XYB0	A0A0C4DG60
P61968	Q9V472	P09088
Q8BX09	Q9VPH8	Q96KV7	Q17963
Q24193	O95759	Q23419
Q9V397	O17761	Q9Y2S2
Q7K3B7	O61856	A1L0T0
Q9VZE9	O15342
Q9V430	Q9BY71
O61380	Q21531	Q62448	P78344
Q8N684	Q6NVF9	Q9VSH4	Q18937
Q9TYT0	P20823
Q9VH39	Q9P032
Q9W2S3	Q17782	Q9Y2F9
Q7K4C7	A4UVJ6	P49585
P46096	Q9BSJ8
Q9VKG8	Q9BXL7
Q9N583	P42695
Q18246	P61028	P61586	P40792
O94856	P16621	Q61330	G5EF96
P42684	Q29QP1	Q8IAA6	Q8C2G0
Q17886	Q99MD9	Q9I7K6	P49321
Q65ZG6	Q9VE54
Q9W0K9	Q9Y5P4
Q9VF10	Q8N531
Q16611	Q64373	Q9NGX3
Q9BIW6	Q9P0W2
A1ZBT5	Q96G25	Q9D7W5	Q9U1W2
Q8T9N4	Q9P2R6
A1Z6X6	Q04760
Q7PLB8	Q9XXC8	Q08257
P16015	Q9W2Q2	Q18932	P22748
P39736	Q22836	Q13573
Q9BYV1	Q9VU95	Q18040
Q9VKC8	P31948
Q9VVA9	Q8N3Z6
E9Q6I0	Q9VKA4	G5EG10	Q5T848
Q9BKS0	Q6NN09	P05496
Q27894	P33778
Q8TBM8	Q9VHA8	Q8MPX3
P34335	Q9W391	Q93100
Q920Q8	O95199	O16313
Q7JV09	Q60I27
P15357	Q9WVS6	Q9XUS3	P35544
G5EEM5	Q95TZ9	Q14008
P31695	O61307	Q9N432	Q96F31
Q9VGP1	Q6ZV73
Q9VYD9	Q93703	A1L4G7
Q61411	Q23146	P61106
Q9XWD5	Q53XC2
Q11183	Q9VGV8	O14530
Q96HR3	Q9CQI9	Q9W0P3
O70343	Q86YN6
Q924S6	Q9VCB2	Q8N1G0
Q9XYZ4	P49959
P17719	Q93341	B0YJ76
P05812	Q20660	P04792
Q9I7M3	O43304
Q9VSX7	Q8NA82
Q17763	Q24251	O75947
Q9VPQ6	Q8WW38
Q4V3F5	Q86WZ6
Q9VGJ3	Q8BQ46	Q01844
Q9VTX5	Q96P50
Q18605	Q9W410	Q9HB58
Q8R5H6	Q9UPY6
O44424	P34420	Q96DF8
Q9VTP4	Q9N4I4	P62906
Q9W3V3	Q8NHG8
Q9VSS2	Q9UHB9
O35459	Q6NVY1	P41942
O02642	P53597	Q91V92	Q94522
Q9D1Q6	Q9VJZ1	Q13087	G5EES9
Q20798	Q95SP2	Q9Y4L5
Q8IWX7	Q9V3E9	G5EG62
P24156	Q99623	Q9BKU4
Q9VLT1	P34512	Q8NDX1
G5EE01	Q9V3L4	P56180
Q24113	Q8WXF1
Q76MZ3	G5EFI6	Q8TF05
O16785	Q9NVD7
P08928	P13645	Q21443
P34514	Q9W1E5	Q9UJX6
Q9VPA2	Q966L8	P18146
Q95PW9	P12931	P08630	P05480
P41994	P49247
Q9VGK7	O95163
Q9VNF8	Q9U2Z1	Q15436
P82094	B9EKI3	Q9W3V2
Q7JNM3	P25490	P19538
Q23382	Q9VQR9	Q96A33
Q91Z31	Q7JMZ7	Q18999	Q9UKA9
Q86UY0	Q17424
G5EGQ5	Q96JN0
P09021	P50458	P06601	G5EE71
Q61166	Q9XXA2	Q9UPY8
P16858	P07487	P17329	P04406
P61168	P25100	Q8IS44	O17470
Q8MQ56	Q9HC24
Q24052	Q13303
Q9Y148	Q64345	P09914
Q23664	Q9VX94	Q9NQZ6
Q0KHV6	Q14012
Q60974	P34333	O75376
Q9I7L7	Q9NYG2
Q9VGH5	Q8MXR2	P55795
Q9VY77	Q14192	Q9U3F4
Q6P587	Q9VDE2	P34673
Q9VIC9	Q20780	P00352
Q9VI83	Q22178	Q8N954
Q9VSH8	P28328
O43447	Q8MKJ6	P52013
Q8T0Q4	Q8WUX9
Q969L4	Q8IGS9	Q10013
Q9V427	O62136
Q9W171	H2KZ58	Q4G176
Q9VDV2	Q9Y295
Q15528	Q9V439	Q62276	Q23679
Q86PE7	P32298
Q9QUK6	Q96FE5
Q9VXQ5	Q9N358	P40227
P51403	P31009	P15880
P55162	Q9Y2A7
O77290	Q9Y6B7
Q9XWI6	Q0E940	P55884
Q9H0V9	G5EDE8
Q6ZW31	Q86NH1	Q91V57	Q9VTU3
O75446	O88574	Q9VXB3
Q9VZT7	Q7TMK6	Q86VS8
Q9VTE5	Q9N5M2	Q9UHV9
H2L098	Q9W539	P24468
Q9VAQ0	Q23639	Q13619
P46734	Q3UUJ4	O61444
Q7TSC1	P48634
P22893	G5EC86	P47974	P47980
Q9VF28	Q9XWV3	O15145
Q3U133	O45103	Q9VN10
Q8SY43	G5EFZ9	Q2V2M9
P20659	P70351	Q8IWS0
A1Z813	Q23368	P53992
G5EFP7	Q86UT5
Q9VWI2	Q9BXJ9
Q9NIS1	Q64701	P06400
P14734	O16850	Q60987
P50245	P27604	O43865
Q9VRJ8	Q9Y284
P08266	Q9H9Y6
P49735	O16297	P49736
Q5T619	O45494	Q9VAB8
Q9CRA8	Q9NQT4	Q8SYC8	G5EG59
H2L019	Q9VML1	P20393
O45244	Q9VL25	Q7L2E3
